DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2018-10-17	26272072	Jiang X	2015-08-13	Rheumatology (Oxford)	www.ncbi.nlm.nih.gov/pubmed/26272072	An Immunochip-based interaction study of contrasting interaction effects with smoking in ACPA-positive versus ACPA-negative rheumatoid arthritis.	ACPA-positive rheumatoid arthritis (smoking interaction)	340 European ancestry never-smoker cases, 493 European ancestry ever-smoker cases, 746 European ancestry never-smoker controls, 994 European ancestry ever-smoker controls	187 European ancestry never-smoker cases, 421 European ancestry ever-smoker cases, 461 European ancestry never-smoker controls, 447 European ancestry ever-smoker controls	6p21.32	6	32827255	NR	TAP2, TAP2, TAP2, TAP2, TAP2, TAP2, TAP2, TAP2, AL669918.1			ENSG00000237599, ENSG00000204267, ENSG00000232326, ENSG00000225967, ENSG00000228582, ENSG00000206235, ENSG00000206299, ENSG00000223481, ENSG00000250264			rs10484565-?	rs10484565	0	10484565	3_prime_UTR_variant	0	NR	7E-10	9.154901959985743	(adjusted for HLA shared epitope)	1.4285715	[1.09-2.13]	Illumina [133648] (imputed)	N	rheumatoid arthritis, smoking status measurement, ACPA-positive rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685, http://www.ebi.ac.uk/efo/EFO_0006527, http://www.ebi.ac.uk/efo/EFO_0009459	GCST006410	Targeted genotyping array [ImmunoChip]
2018-10-17	26272072	Jiang X	2015-08-13	Rheumatology (Oxford)	www.ncbi.nlm.nih.gov/pubmed/26272072	An Immunochip-based interaction study of contrasting interaction effects with smoking in ACPA-positive versus ACPA-negative rheumatoid arthritis.	ACPA-positive rheumatoid arthritis (smoking interaction)	340 European ancestry never-smoker cases, 493 European ancestry ever-smoker cases, 746 European ancestry never-smoker controls, 994 European ancestry ever-smoker controls	187 European ancestry never-smoker cases, 421 European ancestry ever-smoker cases, 461 European ancestry never-smoker controls, 447 European ancestry ever-smoker controls	6p21.32	6	32614873	NR	HLA-DRB1 - HLA-DQA1	ENSG00000206240	ENSG00000196735		25025	13306	rs3104413-?	rs3104413	0	3104413	intergenic_variant	1	NR	2E-10	9.698970004336019	(adjusted for HLA shared epitope)	1.7857143	[1.35-2.56]	Illumina [133648] (imputed)	N	rheumatoid arthritis, smoking status measurement, ACPA-positive rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685, http://www.ebi.ac.uk/efo/EFO_0006527, http://www.ebi.ac.uk/efo/EFO_0009459	GCST006410	Targeted genotyping array [ImmunoChip]
2018-10-17	26272072	Jiang X	2015-08-13	Rheumatology (Oxford)	www.ncbi.nlm.nih.gov/pubmed/26272072	An Immunochip-based interaction study of contrasting interaction effects with smoking in ACPA-positive versus ACPA-negative rheumatoid arthritis.	ACPA-positive rheumatoid arthritis (smoking interaction)	340 European ancestry never-smoker cases, 493 European ancestry ever-smoker cases, 746 European ancestry never-smoker controls, 994 European ancestry ever-smoker controls	187 European ancestry never-smoker cases, 421 European ancestry ever-smoker cases, 461 European ancestry never-smoker controls, 447 European ancestry ever-smoker controls	6p21.32	6	32629245	NR	HLA-DQA1, HLA-DQA1, HLA-DQA1, HLA-DQA1, HLA-DQA1, HLA-DQA1			ENSG00000232062, ENSG00000206305, ENSG00000236418, ENSG00000228284, ENSG00000225890, ENSG00000196735			rs3129769-?	rs3129769	0	3129769	intron_variant	0	NR	3E-11	10.522878745280337	(adjusted for HLA shared epitope)	1.724138	[1.33-2.44]	Illumina [133648] (imputed)	N	rheumatoid arthritis, smoking status measurement, ACPA-positive rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685, http://www.ebi.ac.uk/efo/EFO_0006527, http://www.ebi.ac.uk/efo/EFO_0009459	GCST006410	Targeted genotyping array [ImmunoChip]
2018-10-17	26272072	Jiang X	2015-08-13	Rheumatology (Oxford)	www.ncbi.nlm.nih.gov/pubmed/26272072	An Immunochip-based interaction study of contrasting interaction effects with smoking in ACPA-positive versus ACPA-negative rheumatoid arthritis.	ACPA-positive rheumatoid arthritis (smoking interaction)	340 European ancestry never-smoker cases, 493 European ancestry ever-smoker cases, 746 European ancestry never-smoker controls, 994 European ancestry ever-smoker controls	187 European ancestry never-smoker cases, 421 European ancestry ever-smoker cases, 461 European ancestry never-smoker controls, 447 European ancestry ever-smoker controls	6p21.32	6	32713753	NR	MTCO3P1 - AL662789.1	ENSG00000237145	ENSG00000232080		6798	4252	rs3957146-?	rs3957146	0	3957146	regulatory_region_variant	1	NR	1E-6	6.0	(adjusted for HLA shared epitope)	1.724138	[1.22-2.86]	Illumina [133648] (imputed)	N	rheumatoid arthritis, smoking status measurement, ACPA-positive rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685, http://www.ebi.ac.uk/efo/EFO_0006527, http://www.ebi.ac.uk/efo/EFO_0009459	GCST006410	Targeted genotyping array [ImmunoChip]
2018-10-17	26272072	Jiang X	2015-08-13	Rheumatology (Oxford)	www.ncbi.nlm.nih.gov/pubmed/26272072	An Immunochip-based interaction study of contrasting interaction effects with smoking in ACPA-positive versus ACPA-negative rheumatoid arthritis.	ACPA-positive rheumatoid arthritis (smoking interaction)	340 European ancestry never-smoker cases, 493 European ancestry ever-smoker cases, 746 European ancestry never-smoker controls, 994 European ancestry ever-smoker controls	187 European ancestry never-smoker cases, 421 European ancestry ever-smoker cases, 461 European ancestry never-smoker controls, 447 European ancestry ever-smoker controls	6p21.32	6	32714242	NR	MTCO3P1 - AL662789.1	ENSG00000237145	ENSG00000232080		7287	3763	rs3998159-?	rs3998159	0	3998159	intergenic_variant	1	NR	2E-6	5.698970004336019	(adjusted for HLA shared epitope)	1.724138	[1.22-2.94]	Illumina [133648] (imputed)	N	rheumatoid arthritis, smoking status measurement, ACPA-positive rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685, http://www.ebi.ac.uk/efo/EFO_0006527, http://www.ebi.ac.uk/efo/EFO_0009459	GCST006410	Targeted genotyping array [ImmunoChip]
2018-10-17	26272072	Jiang X	2015-08-13	Rheumatology (Oxford)	www.ncbi.nlm.nih.gov/pubmed/26272072	An Immunochip-based interaction study of contrasting interaction effects with smoking in ACPA-positive versus ACPA-negative rheumatoid arthritis.	ACPA-positive rheumatoid arthritis (smoking interaction)	340 European ancestry never-smoker cases, 493 European ancestry ever-smoker cases, 746 European ancestry never-smoker controls, 994 European ancestry ever-smoker controls	187 European ancestry never-smoker cases, 421 European ancestry ever-smoker cases, 461 European ancestry never-smoker controls, 447 European ancestry ever-smoker controls	6p21.32	6	32615580	NR	HLA-DRB1 - HLA-DQA1	ENSG00000206240	ENSG00000196735		25732	12599	rs6931277-?	rs6931277	0	6931277	regulatory_region_variant	1	NR	2E-10	9.698970004336019	(adjusted for HLA shared epitope)	1.7857143	[1.35-2.56]	Illumina [133648] (imputed)	N	rheumatoid arthritis, smoking status measurement, ACPA-positive rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685, http://www.ebi.ac.uk/efo/EFO_0006527, http://www.ebi.ac.uk/efo/EFO_0009459	GCST006410	Targeted genotyping array [ImmunoChip]
2018-10-17	26272072	Jiang X	2015-08-13	Rheumatology (Oxford)	www.ncbi.nlm.nih.gov/pubmed/26272072	An Immunochip-based interaction study of contrasting interaction effects with smoking in ACPA-positive versus ACPA-negative rheumatoid arthritis.	ACPA-positive rheumatoid arthritis (smoking interaction)	340 European ancestry never-smoker cases, 493 European ancestry ever-smoker cases, 746 European ancestry never-smoker controls, 994 European ancestry ever-smoker controls	187 European ancestry never-smoker cases, 421 European ancestry ever-smoker cases, 461 European ancestry never-smoker controls, 447 European ancestry ever-smoker controls	6p21.32	6	32713706	NR	MTCO3P1 - AL662789.1	ENSG00000237145	ENSG00000232080		6751	4299	rs7454108-?	rs7454108	0	7454108	regulatory_region_variant	1	NR	2E-6	5.698970004336019	(adjusted for HLA shared epitope)	1.724138	[1.22-2.94]	Illumina [133648] (imputed)	N	rheumatoid arthritis, smoking status measurement, ACPA-positive rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685, http://www.ebi.ac.uk/efo/EFO_0006527, http://www.ebi.ac.uk/efo/EFO_0009459	GCST006410	Targeted genotyping array [ImmunoChip]
2018-10-17	26272072	Jiang X	2015-08-13	Rheumatology (Oxford)	www.ncbi.nlm.nih.gov/pubmed/26272072	An Immunochip-based interaction study of contrasting interaction effects with smoking in ACPA-positive versus ACPA-negative rheumatoid arthritis.	ACPA-positive rheumatoid arthritis (smoking interaction)	340 European ancestry never-smoker cases, 493 European ancestry ever-smoker cases, 746 European ancestry never-smoker controls, 994 European ancestry ever-smoker controls	187 European ancestry never-smoker cases, 421 European ancestry ever-smoker cases, 461 European ancestry never-smoker controls, 447 European ancestry ever-smoker controls	6p21.32	6	32699330	NR	HLA-DQB1 - MTCO3P1	ENSG00000231286	ENSG00000237145		30947	6794	rs9275334-?	rs9275334	0	9275334	intergenic_variant	1	NR	2E-6	5.698970004336019	(adjusted for HLA shared epitope)	1.724138	[1.22-2.94]	Illumina [133648] (imputed)	N	rheumatoid arthritis, smoking status measurement, ACPA-positive rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685, http://www.ebi.ac.uk/efo/EFO_0006527, http://www.ebi.ac.uk/efo/EFO_0009459	GCST006410	Targeted genotyping array [ImmunoChip]
2018-10-17	26272072	Jiang X	2015-08-13	Rheumatology (Oxford)	www.ncbi.nlm.nih.gov/pubmed/26272072	An Immunochip-based interaction study of contrasting interaction effects with smoking in ACPA-positive versus ACPA-negative rheumatoid arthritis.	ACPA-positive rheumatoid arthritis (smoking interaction)	340 European ancestry never-smoker cases, 493 European ancestry ever-smoker cases, 746 European ancestry never-smoker controls, 994 European ancestry ever-smoker controls	187 European ancestry never-smoker cases, 421 European ancestry ever-smoker cases, 461 European ancestry never-smoker controls, 447 European ancestry ever-smoker controls	6p21.32	6	32705797	NR	HLA-DQB1 - MTCO3P1	ENSG00000231286	ENSG00000237145		37414	327	rs9275495-?	rs9275495	0	9275495	intergenic_variant	1	NR	2E-6	5.698970004336019	(adjusted for HLA shared epitope)	1.724138	[1.22-2.94]	Illumina [133648] (imputed)	N	rheumatoid arthritis, smoking status measurement, ACPA-positive rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685, http://www.ebi.ac.uk/efo/EFO_0006527, http://www.ebi.ac.uk/efo/EFO_0009459	GCST006410	Targeted genotyping array [ImmunoChip]
2018-10-17	26272072	Jiang X	2015-08-13	Rheumatology (Oxford)	www.ncbi.nlm.nih.gov/pubmed/26272072	An Immunochip-based interaction study of contrasting interaction effects with smoking in ACPA-positive versus ACPA-negative rheumatoid arthritis.	ACPA-positive rheumatoid arthritis (smoking interaction)	340 European ancestry never-smoker cases, 493 European ancestry ever-smoker cases, 746 European ancestry never-smoker controls, 994 European ancestry ever-smoker controls	187 European ancestry never-smoker cases, 421 European ancestry ever-smoker cases, 461 European ancestry never-smoker controls, 447 European ancestry ever-smoker controls	6p21.32	6	32707746	NR	MTCO3P1 - AL662789.1	ENSG00000237145	ENSG00000232080		791	10259	rs9275530-?	rs9275530	0	9275530	intergenic_variant	1	NR	2E-6	5.698970004336019	(adjusted for HLA shared epitope)	1.724138	[1.23-2.94]	Illumina [133648] (imputed)	N	rheumatoid arthritis, smoking status measurement, ACPA-positive rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685, http://www.ebi.ac.uk/efo/EFO_0006527, http://www.ebi.ac.uk/efo/EFO_0009459	GCST006410	Targeted genotyping array [ImmunoChip]
